datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 05:00:00+00:00,1518.0999755859375,1528.699951171875,1518.0,1524.5,214,0.0,0.0
2020-01-03 05:00:00+00:00,1530.0999755859375,1552.699951171875,1530.0999755859375,1549.199951171875,107,0.0,0.0
2020-01-06 05:00:00+00:00,1580.0,1580.0,1560.4000244140625,1566.199951171875,416,0.0,0.0
2020-01-07 05:00:00+00:00,1558.300048828125,1576.300048828125,1558.300048828125,1571.800048828125,47,0.0,0.0
2020-01-08 05:00:00+00:00,1579.699951171875,1604.199951171875,1552.300048828125,1557.4000244140625,236,0.0,0.0
2020-01-09 05:00:00+00:00,1555.699951171875,1555.699951171875,1543.300048828125,1551.699951171875,54,0.0,0.0
2020-01-10 05:00:00+00:00,1551.199951171875,1558.800048828125,1545.4000244140625,1557.5,16,0.0,0.0
2020-01-13 05:00:00+00:00,1557.4000244140625,1558.0,1548.4000244140625,1548.4000244140625,48,0.0,0.0
2020-01-14 05:00:00+00:00,1546.699951171875,1546.699951171875,1534.9000244140625,1542.4000244140625,32,0.0,0.0
2020-01-15 05:00:00+00:00,1548.0,1553.9000244140625,1545.5999755859375,1552.0999755859375,11,0.0,0.0
2020-01-16 05:00:00+00:00,1555.699951171875,1556.0999755859375,1548.5,1549.0,98,0.0,0.0
2020-01-17 05:00:00+00:00,1554.0999755859375,1558.800048828125,1553.5999755859375,1558.800048828125,108,0.0,0.0
2020-01-21 05:00:00+00:00,1559.300048828125,1566.199951171875,1551.0,1556.4000244140625,45,0.0,0.0
2020-01-22 05:00:00+00:00,1549.800048828125,1557.0999755859375,1549.800048828125,1555.300048828125,42,0.0,0.0
2020-01-23 05:00:00+00:00,1553.0999755859375,1564.5999755859375,1552.199951171875,1564.5999755859375,15,0.0,0.0
2020-01-24 05:00:00+00:00,1556.300048828125,1571.0999755859375,1556.300048828125,1571.0999755859375,43,0.0,0.0
2020-01-27 05:00:00+00:00,1584.300048828125,1584.5,1576.800048828125,1576.800048828125,22,0.0,0.0
2020-01-28 05:00:00+00:00,1576.4000244140625,1576.4000244140625,1569.199951171875,1569.199951171875,3,0.0,0.0
2020-01-29 05:00:00+00:00,1569.800048828125,1569.800048828125,1569.800048828125,1569.800048828125,251274,0.0,0.0
2020-01-30 05:00:00+00:00,1576.800048828125,1585.0,1571.4000244140625,1583.5,62336,0.0,0.0
2020-01-31 05:00:00+00:00,1573.4000244140625,1589.0,1570.0,1582.9000244140625,1095,0.0,0.0
2025-05-25 22:00:00+00:00,3355.60009765625,3356.0,3339.39990234375,3341.39990234375,3998,0.0,0.0
